id,mode,language,level,scenario,prompt
tutor_auto_0934,tutor,spanish,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0935,tutor,igbo,intermediate,thank you (in the morning),Explain the phrase 'Thank you' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0936,tutor,french,advanced,i am learning (in a shop),"Provide advanced usage of 'I am learning' in French, include register differences and 2 practice sentences."
tutor_auto_0937,tutor,french,beginner,thank you (at school),"Teach how to say 'Thank you' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0938,tutor,vietnamese,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0939,tutor,german,intermediate,how are you? (formal),Explain the phrase 'How are you?' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0940,tutor,arabic,intermediate,i am learning (to an elder),Explain the phrase 'I am learning' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0941,tutor,vietnamese,beginner,how are you? (to a friend),"Teach how to say 'How are you?' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0942,tutor,igbo,intermediate,how are you? (casual),Explain the phrase 'How are you?' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0943,tutor,french,intermediate,hello (formal),Explain the phrase 'Hello' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0944,tutor,german,intermediate,i am learning (in the morning),Explain the phrase 'I am learning' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0945,tutor,hausa,beginner,good morning (to a friend),"Teach how to say 'Good morning' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0946,tutor,german,intermediate,good morning (in a shop),Explain the phrase 'Good morning' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0947,tutor,igbo,advanced,hello (formal),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0948,tutor,french,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in French, include register differences and 2 practice sentences."
tutor_auto_0949,tutor,spanish,beginner,i am learning (casual),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0950,tutor,igbo,intermediate,i am learning (in a shop),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0951,tutor,vietnamese,beginner,thank you (to a stranger),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0952,tutor,arabic,advanced,thank you (to an elder),"Provide advanced usage of 'Thank you' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0953,tutor,swahili,beginner,i am learning (formal),"Teach how to say 'I am learning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0954,tutor,arabic,beginner,thank you (at school),"Teach how to say 'Thank you' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0955,tutor,hausa,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0956,tutor,portuguese,beginner,hello (at school),"Teach how to say 'Hello' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0957,tutor,portuguese,advanced,hello (to an elder),"Provide advanced usage of 'Hello' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0958,tutor,portuguese,beginner,good morning (at school),"Teach how to say 'Good morning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0959,tutor,portuguese,beginner,good morning (to a friend),"Teach how to say 'Good morning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0960,tutor,portuguese,beginner,hello (to an elder),"Teach how to say 'Hello' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0961,tutor,hausa,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0962,tutor,igbo,beginner,thank you (in the morning),"Teach how to say 'Thank you' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0963,tutor,igbo,advanced,hello (to a friend),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0964,tutor,igbo,beginner,hello (in the morning),"Teach how to say 'Hello' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0965,tutor,yoruba,beginner,i am learning (to a friend),"Teach how to say 'I am learning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0966,tutor,french,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0967,tutor,spanish,advanced,i am learning (to a stranger),"Provide advanced usage of 'I am learning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0968,tutor,yoruba,beginner,how are you? (casual),"Teach how to say 'How are you?' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0969,tutor,french,intermediate,hello (casual),Explain the phrase 'Hello' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0970,tutor,igbo,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0971,tutor,german,intermediate,hello (to an elder),Explain the phrase 'Hello' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0972,tutor,vietnamese,intermediate,hello (to an elder),Explain the phrase 'Hello' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0973,tutor,vietnamese,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0974,tutor,yoruba,beginner,hello (at school),"Teach how to say 'Hello' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0975,tutor,swahili,beginner,hello (casual),"Teach how to say 'Hello' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0976,tutor,arabic,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0977,tutor,portuguese,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0978,tutor,german,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0979,tutor,french,intermediate,good morning (formal),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0980,tutor,spanish,beginner,i am learning (in a shop),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0981,tutor,german,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in German, include register differences and 2 practice sentences."
tutor_auto_0982,tutor,swahili,beginner,thank you (casual),"Teach how to say 'Thank you' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0983,tutor,swahili,intermediate,hello (to a stranger),Explain the phrase 'Hello' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0984,tutor,french,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in French, include register differences and 2 practice sentences."
tutor_auto_0985,tutor,hausa,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0986,tutor,german,advanced,good morning (to a stranger),"Provide advanced usage of 'Good morning' in German, include register differences and 2 practice sentences."
tutor_auto_0987,tutor,yoruba,intermediate,how are you? (in the morning),Explain the phrase 'How are you?' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0988,tutor,vietnamese,intermediate,hello (to a stranger),Explain the phrase 'Hello' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0989,tutor,hausa,intermediate,i am learning (to a friend),Explain the phrase 'I am learning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0990,tutor,igbo,beginner,thank you (to a friend),"Teach how to say 'Thank you' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0991,tutor,yoruba,intermediate,good morning (in a shop),Explain the phrase 'Good morning' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0992,tutor,german,beginner,good morning (casual),"Teach how to say 'Good morning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0993,tutor,vietnamese,intermediate,how are you? (formal),Explain the phrase 'How are you?' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0994,tutor,vietnamese,beginner,i am learning (casual),"Teach how to say 'I am learning' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0995,tutor,hausa,intermediate,hello (in the morning),Explain the phrase 'Hello' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0996,tutor,vietnamese,advanced,how are you? (casual),"Provide advanced usage of 'How are you?' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0997,tutor,vietnamese,advanced,thank you (to an elder),"Provide advanced usage of 'Thank you' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0998,tutor,igbo,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0999,tutor,portuguese,beginner,how are you? (formal),"Teach how to say 'How are you?' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
